booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,meal_plan_1,meal_plan_2,no_meal_plan,required_car_parking_space,room_type_1,room_type_2,room_type_3,room_type_4,room_type_5,room_type_6,lead_time,arrival_year,arrival_month,arrival_day,Aviation,Complementary,Corporate,Offline,Online,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,canceled
INN18042,2,0,0,1,1,0,0,0,0,0,0,1,0,0,44,2018,12,17,0,0,0,0,1,0,0,0,87.78,1,0
INN18048,2,0,2,5,1,0,0,0,1,0,0,0,0,0,18,2018,11,27,0,0,0,1,0,0,0,0,68,0,0
INN18061,1,0,1,2,1,0,0,0,1,0,0,0,0,0,15,2018,7,8,0,0,0,0,1,0,0,0,145,1,1
INN18065,1,0,0,3,1,0,0,0,1,0,0,0,0,0,4,2018,10,11,0,0,1,0,0,1,0,4,65,1,0
INN18074,2,0,0,4,1,0,0,0,1,0,0,0,0,0,72,2017,10,21,0,0,0,0,1,0,0,0,89.25,1,0
INN18080,2,1,1,0,1,0,0,0,1,0,0,0,0,0,155,2018,8,21,0,0,0,0,1,0,0,0,121.5,1,1
INN18086,2,0,1,1,1,0,0,0,1,0,0,0,0,0,59,2018,9,26,0,0,0,0,1,0,0,0,135.9,0,0
INN18111,2,0,0,1,1,0,0,0,1,0,0,0,0,0,50,2018,11,4,0,0,0,0,1,0,0,0,97.2,1,0
INN18126,2,0,0,4,1,0,0,0,1,0,0,0,0,0,147,2018,5,3,0,0,0,0,1,0,0,0,99.45,0,0
INN18129,3,0,0,3,1,0,0,0,0,0,0,1,0,0,77,2018,4,14,0,0,0,0,1,0,0,0,128.7,2,0
INN18147,2,0,0,1,0,0,1,0,1,0,0,0,0,0,72,2018,12,27,0,0,0,0,1,0,0,0,79.2,2,0
INN18177,2,0,0,2,1,0,0,0,1,0,0,0,0,0,23,2018,9,8,0,0,0,0,1,0,0,0,130,1,0
INN18180,1,0,5,10,1,0,0,0,1,0,0,0,0,0,11,2018,5,9,1,0,0,0,0,0,0,0,95,0,1
INN18197,2,0,0,4,0,0,1,0,1,0,0,0,0,0,16,2018,2,17,0,0,0,0,1,0,0,0,79,0,1
INN18198,2,0,1,4,1,0,0,0,1,0,0,0,0,0,20,2017,9,14,0,0,0,0,1,0,0,0,108.8,1,0
INN18203,2,0,0,1,0,0,1,0,1,0,0,0,0,0,84,2018,11,5,0,0,0,0,1,0,0,0,60.98,1,0
INN18219,0,2,2,2,1,0,0,0,0,1,0,0,0,0,34,2018,3,25,0,0,0,0,1,0,0,0,79.8,2,0
INN18267,2,0,0,2,1,0,0,0,1,0,0,0,0,0,12,2018,9,27,0,0,0,1,0,0,0,0,95,0,0
INN18272,1,0,0,1,1,0,0,0,1,0,0,0,0,0,8,2018,2,19,0,0,1,0,0,0,0,0,81,0,0
INN18302,1,0,1,1,1,0,0,0,1,0,0,0,0,0,45,2018,11,19,0,0,0,0,1,0,0,0,86.4,0,1
INN18315,2,0,1,2,1,0,0,0,1,0,0,0,0,0,4,2017,11,27,0,0,0,1,0,0,0,0,55,0,0
INN18318,1,0,0,3,1,0,0,0,1,0,0,0,0,0,2,2018,11,16,0,0,0,1,0,0,0,0,120,0,0
INN18322,1,0,0,2,1,0,0,0,0,0,0,1,0,0,5,2018,6,10,0,0,0,0,1,0,0,0,136,2,0
INN18329,3,1,3,5,1,0,0,0,0,0,0,0,1,0,40,2018,8,22,0,0,1,0,0,0,0,0,183.74,3,0
INN18332,2,0,1,3,1,0,0,0,1,0,0,0,0,0,100,2018,5,19,0,0,0,0,1,0,0,0,136,1,0
INN18356,2,0,2,4,1,0,0,0,1,0,0,0,0,0,57,2018,2,27,0,0,0,0,1,0,0,0,59.21,1,0
INN18371,2,0,2,3,1,0,0,0,1,0,0,0,0,0,57,2018,5,13,0,0,0,0,1,0,0,0,119.85,0,1
INN18376,2,0,0,2,1,0,0,0,1,0,0,0,0,0,71,2018,6,17,0,0,0,1,0,0,0,0,80.75,0,0
INN18394,2,0,0,2,1,0,0,0,1,0,0,0,0,0,245,2018,6,17,0,0,0,1,0,0,0,0,75,0,1
INN18398,2,0,1,1,1,0,0,0,1,0,0,0,0,0,3,2017,8,22,0,0,0,0,1,0,0,0,98,2,0
INN18424,2,0,0,1,0,0,0,0,1,0,0,0,0,0,100,2017,10,16,0,0,0,1,0,0,0,0,108,0,1
INN18427,1,0,0,3,1,0,0,0,0,0,0,1,0,0,67,2018,5,31,0,0,0,0,1,0,0,0,140.4,1,0
INN18428,2,0,0,2,1,0,0,0,1,0,0,0,0,0,315,2018,12,2,0,0,0,1,0,0,0,0,52,0,0
INN18432,2,0,1,3,1,0,0,0,1,0,0,0,0,0,6,2018,9,8,0,0,0,0,1,0,0,0,161.5,2,0
INN18442,2,0,1,3,1,0,0,0,1,0,0,0,0,0,240,2018,10,27,0,0,0,0,1,0,0,0,90.95,2,0
INN18448,2,0,1,3,1,0,0,0,1,0,0,0,0,0,143,2018,9,22,0,0,0,0,1,0,0,0,129.6,0,1
INN18503,2,0,0,1,1,0,0,0,0,0,0,1,0,0,43,2018,5,14,0,0,0,0,1,0,0,0,140.4,0,1
INN18547,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2018,7,29,0,0,0,0,1,0,0,0,109,1,0
INN18554,2,0,0,2,0,0,0,0,1,0,0,0,0,0,292,2018,7,21,0,0,0,1,0,0,0,0,115,0,1
INN18556,2,0,1,5,1,0,0,0,1,0,0,0,0,0,69,2018,8,15,0,0,0,0,1,0,0,0,135.9,1,0
INN18560,2,0,0,1,0,0,1,0,1,0,0,0,0,0,143,2018,8,26,0,0,0,0,1,0,0,0,85.5,0,0
INN18571,2,0,0,1,1,0,0,0,1,0,0,0,0,0,32,2018,5,7,0,0,0,0,1,0,0,0,126.9,0,0
INN18573,1,0,0,2,1,0,0,0,1,0,0,0,0,0,151,2018,1,19,0,0,0,1,0,0,0,0,71,0,0
INN18584,2,0,2,2,1,0,0,0,1,0,0,0,0,0,148,2018,8,26,0,0,0,0,1,0,0,0,96.3,0,1
INN18601,2,0,0,2,1,0,0,0,1,0,0,0,0,0,67,2018,11,18,0,0,0,0,1,0,0,0,104,1,0
INN18609,1,0,2,5,1,0,0,0,1,0,0,0,0,0,109,2018,8,8,0,0,0,0,1,0,0,0,108.9,1,1
INN18628,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2018,8,20,0,0,0,0,1,0,0,0,107.03,0,0
INN18634,2,0,2,3,0,0,1,0,1,0,0,0,0,0,227,2018,10,29,0,0,0,0,1,0,0,0,77.35,0,1
INN18637,2,0,1,2,1,0,0,0,1,0,0,0,0,0,8,2018,2,19,0,0,0,1,0,0,0,0,85,1,0
INN18654,2,0,0,2,1,0,0,0,1,0,0,0,0,0,48,2018,9,14,0,0,0,1,0,0,0,0,130,0,0
INN18655,2,0,2,2,1,0,0,0,1,0,0,0,0,0,208,2018,10,9,0,0,0,0,1,0,0,0,75.23,1,0
INN18659,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2018,11,24,0,0,0,1,0,0,0,0,95,0,0
INN18677,1,0,0,2,0,0,0,0,1,0,0,0,0,0,320,2018,8,18,0,0,0,1,0,0,0,0,90,0,0
INN18701,2,1,0,4,1,0,0,0,0,0,0,1,0,0,12,2017,10,6,0,0,0,1,0,0,0,0,123.3,1,0
INN18706,2,0,0,3,1,0,0,0,1,0,0,0,0,0,22,2018,12,8,0,1,0,0,0,0,0,0,0,2,0
INN18707,1,0,0,1,1,0,0,0,1,0,0,0,0,0,36,2018,3,1,0,0,1,0,0,0,0,0,86.5,0,0
INN18709,2,0,2,4,1,0,0,0,1,0,0,0,0,0,145,2018,4,29,0,0,0,0,1,0,0,0,69.56,0,0
INN18733,3,0,0,2,1,0,0,0,0,0,0,1,0,0,11,2018,2,5,0,0,0,0,1,0,0,0,129,2,0
INN18747,1,0,0,1,1,0,0,0,1,0,0,0,0,0,112,2018,6,2,0,0,0,1,0,0,0,0,90,0,0
INN18759,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,2018,6,6,0,0,0,1,0,0,0,0,110,1,0
INN18788,2,0,2,2,1,0,0,0,1,0,0,0,0,0,122,2017,10,25,0,0,0,0,1,0,0,0,89.25,1,0
INN18797,2,0,2,3,1,0,0,0,0,0,0,1,0,0,31,2018,9,25,0,0,0,0,1,0,0,0,94,2,0
INN18808,2,0,2,2,1,0,0,0,1,0,0,0,0,0,30,2018,8,28,0,0,0,0,1,0,0,0,111.83,1,0
INN18837,3,0,0,1,1,0,0,0,0,0,0,1,0,0,9,2018,7,15,0,0,0,0,1,0,0,0,197,1,1
INN18864,2,0,0,3,1,0,0,0,1,0,0,0,0,0,213,2018,6,7,0,0,0,1,0,0,0,0,130,0,1
INN18869,2,0,1,3,1,0,0,0,1,0,0,0,0,0,196,2018,5,12,0,0,0,1,0,0,0,0,80.75,1,0
INN18879,2,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2018,7,24,0,0,0,0,1,0,0,0,119,1,0
INN18906,2,0,1,2,1,0,0,0,1,0,0,0,0,0,279,2018,10,10,0,0,0,1,0,0,0,0,80.75,1,0
INN18908,1,0,0,2,1,0,0,0,1,0,0,0,0,0,181,2018,10,11,0,0,0,1,0,0,0,0,120,0,1
INN18948,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2017,12,9,0,1,0,0,0,1,0,1,0,0,0
INN18984,2,0,0,2,1,0,0,0,1,0,0,0,0,0,211,2018,5,20,0,0,0,1,0,0,0,0,100,0,1
INN18993,2,0,0,4,1,0,0,0,1,0,0,0,0,0,29,2018,2,24,0,0,0,1,0,0,0,0,66,0,0
INN18995,1,0,0,2,1,0,0,0,1,0,0,0,0,0,5,2017,8,26,0,0,1,0,0,0,0,0,65,0,1
INN18998,2,0,2,0,1,0,0,0,0,0,0,1,0,0,68,2018,4,10,0,0,0,0,1,0,0,0,118.8,0,1
INN19022,2,0,0,3,1,0,0,0,1,0,0,0,0,0,35,2018,3,16,0,0,0,0,1,0,0,0,63.06,1,0
INN19028,2,0,0,4,1,0,0,0,0,0,0,1,0,0,22,2017,12,29,0,0,0,0,1,0,0,0,132,0,0
INN19061,2,0,1,3,1,0,0,0,1,0,0,0,0,0,26,2017,9,17,0,0,0,1,0,0,0,0,76.5,0,0
INN19069,2,0,0,2,1,0,0,0,1,0,0,0,0,0,308,2018,11,25,0,0,0,1,0,0,0,0,52,0,1
INN19074,2,0,0,3,1,0,0,0,1,0,0,0,0,0,44,2018,2,17,0,0,0,1,0,0,0,0,75,0,0
INN19110,3,0,0,2,1,0,0,0,0,0,0,1,0,0,114,2018,8,4,0,0,0,0,1,0,0,0,137.7,0,0
INN19136,2,0,0,2,0,0,0,0,1,0,0,0,0,0,265,2018,6,24,0,0,0,1,0,0,0,0,115,1,1
INN19138,3,0,0,3,1,0,0,0,0,0,0,1,0,0,117,2018,7,14,0,0,0,0,1,0,0,0,146.7,0,1
INN19146,2,2,0,1,1,0,0,0,0,0,0,0,0,1,20,2018,7,6,0,0,0,0,1,0,0,0,231,1,0
INN19155,2,0,1,2,1,0,0,0,0,0,0,1,0,0,24,2018,9,19,0,0,0,1,0,0,0,0,107,0,0
INN19174,3,0,2,1,1,0,0,0,0,0,0,1,0,0,176,2018,8,6,0,0,0,0,1,0,0,0,137.7,2,1
INN19184,2,0,2,0,0,0,0,0,1,0,0,0,0,0,75,2018,10,30,0,0,0,1,0,0,0,0,105,0,1
INN19197,1,0,2,1,1,0,0,0,1,0,0,0,0,0,10,2018,10,2,0,0,0,0,1,0,0,0,149,0,0
INN19200,2,0,4,7,0,0,1,0,1,0,0,0,0,0,16,2018,12,10,0,0,0,0,1,0,0,0,67.81,0,0
INN19205,2,0,2,1,0,0,0,0,1,0,0,0,0,0,110,2017,7,25,0,0,0,1,0,0,0,0,94.5,0,1
INN19209,2,0,0,2,0,0,0,0,1,0,0,0,0,0,56,2017,9,17,0,0,0,1,0,0,0,0,82,0,0
INN19241,2,0,0,3,1,0,0,0,1,0,0,0,0,0,6,2018,3,10,0,0,0,0,1,0,0,0,106.33,1,0
INN19254,1,0,0,2,0,0,0,0,1,0,0,0,0,0,377,2018,10,14,0,0,0,1,0,0,0,0,90,0,1
INN19279,2,0,2,2,1,0,0,0,0,0,0,1,0,0,40,2018,12,30,0,0,0,0,1,0,0,0,185.28,0,1
INN19289,2,0,0,4,1,0,0,0,0,1,0,0,0,0,233,2018,8,17,0,0,0,0,1,0,0,0,81.81,1,1
INN19299,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2017,11,5,0,0,0,0,1,0,0,0,107,1,0
INN19302,1,0,0,3,1,0,0,0,1,0,0,0,0,0,37,2018,10,13,0,0,0,1,0,0,0,0,95,0,0
INN19309,2,0,2,3,1,0,0,0,1,0,0,0,0,0,1,2018,10,16,0,0,0,0,1,0,0,0,156,1,0
INN19340,1,0,0,1,1,0,0,0,0,0,0,1,0,0,9,2018,12,7,0,0,0,0,1,0,0,0,114,1,0
INN19342,2,0,1,1,1,0,0,0,1,0,0,0,0,0,180,2018,5,2,0,0,0,1,0,0,0,0,100,1,0
INN19343,2,0,2,4,1,0,0,0,0,0,0,1,0,0,22,2018,9,24,0,0,0,0,1,0,0,0,159,2,0
INN19366,2,0,0,1,1,0,0,0,1,0,0,0,0,0,113,2017,8,22,0,0,0,0,1,0,0,0,76.5,2,1
INN19372,3,0,2,2,1,0,0,0,0,0,0,1,0,0,160,2018,7,31,0,0,0,0,1,0,0,0,141.18,1,1
INN19381,1,0,1,2,1,0,0,0,1,0,0,0,0,0,219,2017,9,4,0,0,0,1,0,0,0,0,76.67,0,0
INN19393,2,0,1,2,1,0,0,0,0,0,0,1,0,0,21,2018,6,3,0,0,0,0,1,0,0,0,109.23,1,0
INN19405,2,0,0,1,1,0,0,0,1,0,0,0,0,0,80,2018,6,23,0,0,0,0,1,0,0,0,96.3,1,0
INN19409,2,0,0,1,1,0,0,0,1,0,0,0,0,0,11,2018,11,5,0,0,0,0,1,0,0,0,130,1,1
INN19476,2,0,2,3,0,0,1,0,1,0,0,0,0,0,49,2018,6,17,0,0,0,1,0,0,0,0,72.25,2,0
INN19513,2,0,7,17,1,0,0,0,1,0,0,0,0,0,188,2018,7,4,0,0,0,0,1,0,0,0,90.95,1,1
INN19525,2,0,2,6,1,0,0,0,0,1,0,0,0,0,184,2017,10,17,0,0,0,0,1,0,0,0,65.29,1,0
INN19560,2,2,2,1,1,0,0,1,0,0,0,0,0,1,54,2018,3,20,0,0,0,0,1,0,0,0,180,1,0
INN19569,2,0,2,6,0,0,1,0,1,0,0,0,0,0,6,2018,11,22,0,0,0,0,1,0,0,0,77.78,0,1
INN19579,2,0,2,3,1,0,0,1,1,0,0,0,0,0,15,2017,10,15,0,0,0,0,1,0,0,0,142.6,1,0
INN19623,2,0,0,1,1,0,0,0,1,0,0,0,0,0,8,2018,7,2,0,0,0,0,1,0,0,0,151,1,1
INN19624,2,0,0,2,1,0,0,0,0,0,0,1,0,0,145,2018,7,28,0,0,0,0,1,0,0,0,118.8,0,0
INN19648,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,2018,10,12,0,0,0,0,1,0,0,0,140,0,0
INN19673,2,1,1,2,1,0,0,0,1,0,0,0,0,0,68,2018,4,11,0,0,0,1,0,0,0,0,90,2,0
INN19680,1,0,0,2,1,0,0,0,1,0,0,0,0,0,188,2018,6,15,0,0,0,1,0,0,0,0,130,0,1
INN19691,1,0,2,0,0,0,1,0,1,0,0,0,0,0,10,2018,9,11,0,0,0,0,1,0,0,0,149,0,1
INN19693,2,0,0,1,1,0,0,0,0,0,0,1,0,0,13,2018,1,16,0,0,0,0,1,0,0,0,97,1,0
INN19697,2,0,2,1,1,0,0,0,1,0,0,0,0,0,45,2018,1,16,0,0,0,1,0,0,0,0,60,0,0
INN19703,2,0,0,4,1,0,0,0,0,0,0,1,0,0,77,2018,7,26,0,0,0,0,1,0,0,0,118.8,1,0
INN19722,1,2,4,9,1,0,0,0,0,0,0,0,0,1,30,2018,11,2,0,0,0,0,1,0,0,0,186.22,1,1
INN19729,2,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2018,6,23,0,0,0,0,1,0,0,0,118,2,0
INN19731,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2018,8,2,0,0,1,0,0,0,0,0,159,0,0
INN19750,2,0,1,4,1,0,0,0,1,0,0,0,0,0,148,2018,8,22,0,0,0,0,1,0,0,0,96.3,0,1
INN19752,2,0,1,2,1,0,0,0,1,0,0,0,0,0,273,2018,5,13,0,0,0,1,0,0,0,0,95,0,1
INN19753,1,0,1,2,1,0,0,0,1,0,0,0,0,0,180,2018,10,10,0,0,0,1,0,0,0,0,120,0,1
INN19765,2,0,1,2,0,0,1,0,1,0,0,0,0,0,19,2018,3,14,0,0,0,0,1,0,0,0,60.83,1,0
INN19807,1,0,0,2,1,0,0,0,1,0,0,0,0,0,37,2017,9,16,0,0,0,0,1,0,0,0,85.5,0,0
INN19820,2,0,2,1,0,0,0,0,1,0,0,0,0,0,124,2017,8,8,0,0,0,1,0,0,0,0,94.5,0,0
INN19845,2,0,1,1,0,0,1,0,1,0,0,0,0,0,251,2018,11,21,0,0,0,0,1,0,0,0,73.35,1,0
INN19876,2,0,1,2,1,0,0,0,1,0,0,0,0,0,91,2018,9,30,0,0,0,1,0,0,0,0,80,0,0
INN19885,2,0,1,1,1,0,0,0,0,0,0,1,0,0,37,2017,12,19,0,0,0,0,1,0,0,0,97,1,0
INN19892,2,0,2,2,1,0,0,0,1,0,0,0,0,0,39,2017,10,4,0,0,0,0,1,0,0,0,94.5,2,0
INN19907,2,0,0,1,0,0,1,0,1,0,0,0,0,0,33,2018,5,19,0,0,0,0,1,0,0,0,116.1,2,0
INN19911,2,0,0,3,0,0,1,0,1,0,0,0,0,0,52,2018,4,12,0,0,0,0,1,0,0,0,94.5,0,1
INN19921,2,0,0,2,1,0,0,0,0,0,0,1,0,0,22,2018,12,14,0,0,0,0,1,1,0,1,114,1,0
INN19926,2,0,0,3,1,0,0,0,1,0,0,0,0,0,279,2018,10,12,0,0,0,1,0,0,0,0,110,0,1
INN19929,1,0,5,10,0,0,1,0,1,0,0,0,0,0,31,2018,12,4,0,0,0,0,1,0,0,0,66.29,1,1
INN19952,2,0,0,1,1,0,0,0,1,0,0,0,0,0,180,2017,10,16,0,0,0,1,0,0,0,0,70,0,1
INN19956,2,0,0,2,0,0,0,0,0,0,0,1,0,0,80,2017,10,9,0,0,0,1,0,0,0,0,136,0,0
INN19966,1,0,1,0,1,0,0,0,1,0,0,0,0,0,76,2018,10,10,0,0,0,1,0,0,0,0,120,0,1
INN19978,1,0,0,3,1,0,0,0,1,0,0,0,0,0,37,2018,10,13,0,0,0,1,0,0,0,0,95,0,0
INN19986,2,0,2,6,1,0,0,0,1,0,0,0,0,0,44,2018,3,4,0,0,0,0,1,0,0,0,59.95,1,0
INN20006,2,0,0,3,1,0,0,0,1,0,0,0,0,0,317,2018,9,1,0,0,0,0,1,0,0,0,106.2,1,1
INN20014,2,0,2,1,1,0,0,0,0,0,0,1,0,0,6,2017,10,4,0,0,0,0,1,0,0,0,136,1,0
INN20023,2,0,0,3,1,0,0,0,1,0,0,0,0,0,87,2018,3,24,0,0,0,0,1,0,0,0,105.3,1,1
INN20031,2,0,1,5,1,0,0,0,0,0,0,1,0,0,140,2018,7,4,0,0,0,0,1,0,0,0,116.45,0,1
INN20032,2,0,1,3,1,0,0,0,1,0,0,0,0,0,33,2018,2,8,0,0,0,0,1,0,0,0,80.3,1,0
INN20034,2,0,0,2,0,0,1,1,1,0,0,0,0,0,62,2018,4,7,0,0,0,0,1,0,0,0,103.5,0,0
INN20059,2,0,2,1,1,0,0,0,0,0,0,1,0,0,4,2018,3,5,0,0,0,0,1,0,0,0,118,0,1
INN20080,2,0,2,4,1,0,0,0,1,0,0,0,0,0,139,2018,11,16,0,0,0,1,0,0,0,0,68,0,1
INN20085,2,2,2,1,1,0,0,0,0,0,0,0,0,1,9,2017,9,12,0,0,0,0,1,0,0,0,177,2,0
INN20092,2,0,2,2,1,0,0,0,1,0,0,0,0,0,33,2017,12,26,0,0,0,1,0,0,0,0,55,0,0
INN20093,2,0,0,3,1,0,0,0,0,0,0,1,0,0,56,2017,11,19,0,0,0,1,0,0,0,0,60,1,0
INN20101,3,0,2,2,1,0,0,0,0,0,0,1,0,0,69,2018,7,16,0,0,0,0,1,0,0,0,139.5,3,0
INN20106,2,0,1,3,1,0,0,0,0,0,0,0,0,1,25,2018,5,19,0,0,0,0,1,0,0,0,158,0,1
INN20112,2,0,1,2,1,0,0,0,1,0,0,0,0,0,233,2018,10,14,0,0,0,1,0,0,0,0,90,0,1
INN20121,2,0,0,2,1,0,0,0,1,0,0,0,0,0,16,2018,7,14,0,0,0,0,1,0,0,0,160,1,0
INN20132,2,0,2,2,1,0,0,0,1,0,0,0,0,0,231,2018,8,21,0,0,0,0,1,0,0,0,90.95,1,0
INN20145,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2018,3,16,0,0,0,1,0,0,0,0,92,0,0
INN20149,2,0,0,4,0,0,1,0,1,0,0,0,0,0,18,2018,2,24,0,0,0,0,1,0,0,0,79,1,1
INN20150,1,0,1,0,1,0,0,0,1,0,0,0,0,0,12,2018,9,11,0,0,0,1,0,0,0,0,85,1,0
INN20167,2,0,0,2,1,0,0,1,1,0,0,0,0,0,146,2018,6,3,0,0,0,0,1,0,0,0,115.2,0,0
INN20171,2,2,2,3,1,0,0,0,0,0,0,0,0,1,15,2018,3,17,0,0,0,0,1,0,0,0,195.4,0,1
INN20200,1,0,0,1,0,0,1,0,1,0,0,0,0,0,10,2018,4,14,0,0,0,0,1,0,0,0,98.1,0,0
INN20202,2,0,0,2,1,0,0,0,1,0,0,0,0,0,245,2018,6,17,0,0,0,1,0,0,0,0,75,0,1
INN20218,2,0,0,4,1,0,0,0,1,0,0,0,0,0,118,2017,8,26,0,0,0,0,1,0,0,0,58.9,1,1
INN20220,2,0,0,2,1,0,0,0,1,0,0,0,0,0,30,2018,6,2,0,0,0,1,0,0,0,0,140,0,0
INN20225,2,1,1,3,1,0,0,0,1,0,0,0,0,0,83,2018,8,1,0,0,0,0,1,0,0,0,135.9,1,0
INN20227,2,0,2,1,1,0,0,0,1,0,0,0,0,0,27,2018,6,19,0,0,0,1,0,0,0,0,95,0,0
INN20235,1,0,0,1,0,0,1,0,1,0,0,0,0,0,183,2018,10,11,0,0,0,0,1,0,0,0,98.1,0,1
INN20243,2,0,0,3,1,0,0,0,1,0,0,0,0,0,23,2018,12,8,0,0,0,0,1,0,0,0,108.67,1,0
INN20256,2,0,1,2,1,0,0,0,1,0,0,0,0,0,193,2018,6,20,0,0,0,1,0,0,0,0,120,0,1
INN20257,2,0,0,2,1,0,0,0,1,0,0,0,0,0,32,2018,3,17,0,0,0,0,1,0,0,0,81.9,0,0
INN20277,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2018,4,28,0,0,0,0,1,0,0,0,119,0,0
INN20292,1,0,0,3,1,0,0,0,1,0,0,0,0,0,166,2018,11,1,0,0,0,1,0,0,0,0,110,0,1
INN20293,2,0,1,2,1,0,0,0,1,0,0,0,0,0,118,2018,6,6,0,0,0,1,0,0,0,0,120,0,0
INN20297,2,0,2,3,1,0,0,0,1,0,0,0,0,0,156,2018,8,14,0,0,0,0,1,0,0,0,106.25,1,1
INN20309,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2017,12,21,0,0,1,0,0,0,0,0,65,0,0
INN20330,1,0,1,0,1,0,0,0,1,0,0,0,0,0,36,2018,10,16,0,0,0,0,1,0,0,0,107.1,1,1
INN20357,2,0,1,0,0,0,1,0,1,0,0,0,0,0,59,2018,10,10,0,0,0,0,1,0,0,0,108,1,1
INN20361,1,0,0,1,0,0,1,0,1,0,0,0,0,0,36,2018,9,27,0,0,0,0,1,0,0,0,72.07,1,0
INN20372,2,0,0,2,1,0,0,0,1,0,0,0,0,0,97,2018,4,8,0,0,0,0,1,0,0,0,96.3,2,0
INN20383,2,0,2,2,0,0,1,0,1,0,0,0,0,0,208,2018,7,30,0,0,0,0,1,0,0,0,80.75,0,1
INN20395,2,0,0,4,1,0,0,0,1,0,0,0,0,0,270,2018,4,20,0,0,0,1,0,0,0,0,80,0,0
INN20407,2,0,0,2,1,0,0,0,1,0,0,0,0,0,72,2017,11,13,0,0,0,0,1,0,0,0,72.25,1,1
INN20408,2,0,2,1,0,0,1,0,1,0,0,0,0,0,95,2018,4,3,0,0,0,0,1,0,0,0,76.5,0,0
INN20411,2,0,1,2,1,0,0,0,1,0,0,0,0,0,86,2018,8,12,0,0,0,0,1,0,0,0,117.9,0,0
INN20435,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2018,2,2,0,0,1,0,0,1,0,3,65,0,0
INN20444,2,0,3,5,1,0,0,0,0,0,0,1,0,0,5,2018,4,4,0,0,0,0,1,0,0,0,126.75,0,1
INN20457,1,0,0,3,1,0,0,0,0,0,0,1,0,0,28,2018,6,14,0,0,0,0,1,0,0,0,108.42,1,0
INN20529,2,0,2,2,1,0,0,0,1,0,0,0,0,0,136,2018,7,2,0,0,0,0,1,0,0,0,93.08,0,1
INN20533,2,0,0,3,1,0,0,0,0,0,0,1,0,0,92,2018,7,28,0,0,0,0,1,0,0,0,121.8,0,1
INN20540,2,0,0,2,1,0,0,0,1,0,0,0,0,0,42,2018,11,4,0,0,0,1,0,0,0,0,72,0,0
INN20565,3,0,0,3,1,0,0,0,0,0,0,1,0,0,13,2018,6,2,0,0,0,0,1,0,0,0,173.67,1,0
INN20568,2,0,1,0,0,0,1,0,1,0,0,0,0,0,104,2018,10,9,0,0,0,0,1,0,0,0,108,1,1
INN20581,2,0,2,1,1,0,0,0,0,0,0,1,0,0,27,2018,6,26,0,0,0,0,1,0,0,0,152.67,0,1
INN20587,2,0,1,2,1,0,0,0,0,0,0,1,0,0,12,2018,7,18,0,0,0,0,1,0,0,0,149.33,1,0
INN20588,1,0,1,1,1,0,0,0,1,0,0,0,0,0,34,2018,12,24,0,0,0,0,1,0,0,0,96,0,1
INN20589,2,0,0,4,1,0,0,0,1,0,0,0,0,0,207,2018,8,23,0,0,0,0,1,0,0,0,99.45,1,1
INN20598,2,0,2,4,1,0,0,0,1,0,0,0,0,0,90,2018,6,26,0,0,0,0,1,0,0,0,108.3,0,0
INN20610,1,0,0,3,1,0,0,0,1,0,0,0,0,0,12,2017,8,5,0,1,0,0,0,0,0,0,0,0,0
INN20618,2,0,0,2,1,0,0,0,0,0,0,1,0,0,88,2018,11,18,0,0,0,0,1,0,0,0,102.6,1,1
INN20622,2,0,1,2,1,0,0,0,1,0,0,0,0,0,5,2017,10,19,0,0,0,1,0,0,0,0,90,0,0
INN20647,1,0,4,6,1,0,0,0,0,0,0,1,0,0,28,2018,11,5,0,0,0,0,1,0,0,0,148.91,1,1
INN20674,1,0,0,2,1,0,0,0,1,0,0,0,0,0,151,2018,1,19,0,0,0,1,0,0,0,0,71,0,0
INN20691,2,2,2,3,1,0,0,0,0,1,0,0,0,0,110,2018,12,16,0,0,0,0,1,0,0,0,155.72,2,0
INN20693,2,0,2,4,1,0,0,0,1,0,0,0,0,0,260,2018,10,7,0,0,0,0,1,0,0,0,100.3,2,1
INN20698,2,0,0,5,1,0,0,0,0,0,0,1,0,0,115,2018,8,23,0,0,0,0,1,0,0,0,131.4,2,0
INN20712,2,0,2,1,1,0,0,0,0,0,0,1,0,0,62,2018,8,13,0,0,0,0,1,0,0,0,149.4,0,1
INN20721,1,0,2,3,1,0,0,0,1,0,0,0,0,0,131,2018,6,19,0,0,0,0,1,0,0,0,115.94,0,1
